Cozy Family House	Luxurious villa with direct access to a pristine beach.	2024-09-18T02:37:38.014Z	Amsterdam	preview9.jpg	image3.jpg,image4.jpg;image5.jpg,image6.jpg;image7.jpg,image8.jpg;image9.jpg,image10.jpg	true	false	3.7	cottage	2	8	8789	Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Robert Taylor	14	48.85661,2.351499
Stylish Studio Apartment	Unique treehouse experience with sustainable features.	2024-09-18T02:37:38.014Z	Paris	preview2.jpg	image17.jpg,image18.jpg;image19.jpg,image20.jpg	false	false	4.6	loft	10	5	1018	Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	David Lee	8	48.85661,2.351499
Cozy Family House	Beautiful family home with a large backyard and all necessary amenities.	2024-09-18T02:37:38.014Z	Amsterdam	preview6.jpg	image5.jpg,image6.jpg;image7.jpg,image8.jpg;image9.jpg,image10.jpg	false	false	3.4	villa	2	7	6848	Washer,Towels,Air conditioning;Gym,Pool,Sauna;Fireplace,Garden,BBQ;Smart TV,Wi-Fi,Work desk;Beach access,Infinity pool,Outdoor kitchen;Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting	Emily Brown	5	48.85661,2.351499
Stylish Studio Apartment	Compact and efficiently designed studio in a prime location.	2024-09-17T02:37:38.014Z	Hamburg	preview5.jpg	image9.jpg,image10.jpg;image11.jpg,image12.jpg;image13.jpg,image14.jpg;image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	false	true	3.3	studio	6	2	4724	Beach access,Infinity pool,Outdoor kitchen;Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Sarah Wilson	15	48.85661,2.351499
Stylish Studio Apartment	Sleek and stylish loft in a trendy urban neighborhood.	2024-09-18T02:37:38.014Z	Paris	preview6.jpg	image1.jpg,image2.jpg;image3.jpg,image4.jpg;image5.jpg,image6.jpg;image7.jpg,image8.jpg	false	false	2.3	house	2	3	6434	Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Jane Smith	4	48.85661,2.351499
Cozy Family House	Luxurious villa with direct access to a pristine beach.	2024-09-18T02:37:38.014Z	Brussels	preview3.jpg	image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	true	true	4.3	townhouse	1	2	2447	Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Emily Brown	4	48.85661,2.351499
Historic Townhouse	Unique treehouse experience with sustainable features.	2024-09-20T02:37:38.014Z	Amsterdam	preview9.jpg	image3.jpg,image4.jpg;image5.jpg,image6.jpg;image7.jpg,image8.jpg;image9.jpg,image10.jpg;image11.jpg,image12.jpg;image13.jpg,image14.jpg;image15.jpg,image16.jpg;image17.jpg,image18.jpg	false	false	3.3	villa	3	7	8273	Washer,Towels,Air conditioning;Gym,Pool,Sauna;Fireplace,Garden,BBQ;Smart TV,Wi-Fi,Work desk;Beach access,Infinity pool,Outdoor kitchen;Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Jane Smith	3	48.85661,2.351499
Historic Townhouse	Beautifully restored townhouse in a historic district.	2024-09-20T02:37:38.015Z	Paris	preview5.jpg	image13.jpg,image14.jpg;image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	true	false	1.8	loft	9	7	9554	Smart TV,Wi-Fi,Work desk;Beach access,Infinity pool,Outdoor kitchen;Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	John Doe	8	48.85661,2.351499
Cozy Family House	Beautiful family home with a large backyard and all necessary amenities.	2024-09-21T02:37:38.015Z	Cologne	preview6.jpg	image1.jpg,image2.jpg;image3.jpg,image4.jpg;image5.jpg,image6.jpg;image7.jpg,image8.jpg	true	true	2.5	apartment	3	5	9348	Beach access,Infinity pool,Outdoor kitchen;Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Sarah Wilson	18	48.85661,2.351499
Historic Townhouse	Quaint cottage nestled in a picturesque countryside setting.	2024-09-20T02:37:38.015Z	Brussels	preview1.jpg	image13.jpg,image14.jpg;image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	true	true	2	penthouse	1	2	8874	Breakfast,Air conditioning,Fridge;Washer,Towels,Air conditioning	Thomas Clark	8	48.85661,2.351499
Mountain Retreat Cabin	Spacious and modern apartment located in the heart of the city.	2024-09-21T02:37:38.015Z	Hamburg	preview10.jpg	image13.jpg,image14.jpg;image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	false	true	2.2	cabin	4	3	2319	Kitchenette,Fold-out bed,Balcony	Michael Johnson	13	48.85661,2.351499
Luxury Penthouse Suite	Quaint cottage nestled in a picturesque countryside setting.	2024-09-19T02:37:38.015Z	Paris	preview6.jpg	image13.jpg,image14.jpg;image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	false	false	4.5	house	2	3	1555	Beach access,Infinity pool,Outdoor kitchen;Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Thomas Clark	8	48.85661,2.351499
Beachfront Villa	Sleek and stylish loft in a trendy urban neighborhood.	2024-09-19T02:37:38.015Z	Hamburg	preview7.jpg	image3.jpg,image4.jpg;image5.jpg,image6.jpg;image7.jpg,image8.jpg;image9.jpg,image10.jpg;image11.jpg,image12.jpg;image13.jpg,image14.jpg	true	true	4.7	penthouse	8	3	6483	Gym,Pool,Sauna;Fireplace,Garden,BBQ;Smart TV,Wi-Fi,Work desk;Beach access,Infinity pool,Outdoor kitchen;Hiking trails,Hot tub,Fire pit	David Lee	8	48.85661,2.351499
Stylish Studio Apartment	Spacious and modern apartment located in the heart of the city.	2024-09-18T02:37:38.015Z	Amsterdam	preview8.jpg	image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	true	false	3.6	penthouse	2	9	7163	Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Jane Smith	11	48.85661,2.351499
Beachfront Villa	Sleek and stylish loft in a trendy urban neighborhood.	2024-09-22T02:37:38.015Z	Amsterdam	preview5.jpg	image5.jpg,image6.jpg;image7.jpg,image8.jpg	true	true	2.7	loft	9	9	9276	Kitchenette,Fold-out bed,Balcony	Michael Johnson	3	48.85661,2.351499
Luxury Penthouse Suite	Beautifully restored townhouse in a historic district.	2024-09-23T02:37:38.015Z	Amsterdam	preview4.jpg	image9.jpg,image10.jpg;image11.jpg,image12.jpg;image13.jpg,image14.jpg;image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	false	true	3.8	cabin	9	3	2204	Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Jane Smith	12	48.85661,2.351499
Charming Cottage	Cozy cabin surrounded by breathtaking mountain views.	2024-09-18T02:37:38.015Z	Hamburg	preview3.jpg	image9.jpg,image10.jpg;image11.jpg,image12.jpg;image13.jpg,image14.jpg;image15.jpg,image16.jpg;image17.jpg,image18.jpg	true	true	3.4	studio	3	4	7164	Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Emily Brown	13	48.85661,2.351499
Cozy Family House	Beautifully restored townhouse in a historic district.	2024-09-19T02:37:38.015Z	Amsterdam	preview9.jpg	image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	true	false	1.6	townhouse	7	5	2042	Fireplace,Garden,BBQ;Smart TV,Wi-Fi,Work desk;Beach access,Infinity pool,Outdoor kitchen;Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Robert Taylor	12	48.85661,2.351499
Beachfront Villa	Beautifully restored townhouse in a historic district.	2024-09-17T02:37:38.015Z	Amsterdam	preview8.jpg	image3.jpg,image4.jpg;image5.jpg,image6.jpg;image7.jpg,image8.jpg;image9.jpg,image10.jpg;image11.jpg,image12.jpg;image13.jpg,image14.jpg;image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	true	true	1.6	villa	8	5	6252	Smart TV,Wi-Fi,Work desk;Beach access,Infinity pool,Outdoor kitchen;Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Jane Smith	6	48.85661,2.351499
Sunny Apartment in Downtown	Elegant penthouse with panoramic views of the skyline.	2024-09-19T02:37:38.015Z	Cologne	preview9.jpg	image11.jpg,image12.jpg;image13.jpg,image14.jpg;image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	false	true	1.8	treehouse	7	6	2340	Smart TV,Wi-Fi,Work desk;Beach access,Infinity pool,Outdoor kitchen;Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Thomas Clark	12	48.85661,2.351499
Charming Cottage	Beautiful family home with a large backyard and all necessary amenities.	2024-09-19T02:37:38.015Z	Amsterdam	preview6.jpg	image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	false	true	2.5	studio	6	3	1157	Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Thomas Clark	4	48.85661,2.351499
Modern City Loft	Elegant penthouse with panoramic views of the skyline.	2024-09-18T02:37:38.015Z	Amsterdam	preview9.jpg	image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	true	false	3.7	townhouse	10	2	2294	Smart TV,Wi-Fi,Work desk;Beach access,Infinity pool,Outdoor kitchen;Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting	Emily Brown	11	48.85661,2.351499
Cozy Family House	Beautifully restored townhouse in a historic district.	2024-09-20T02:37:38.015Z	Amsterdam	preview9.jpg	image17.jpg,image18.jpg;image19.jpg,image20.jpg	true	true	4.5	loft	3	9	6903	Fireplace,Garden,BBQ;Smart TV,Wi-Fi,Work desk;Beach access,Infinity pool,Outdoor kitchen;Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Thomas Clark	1	48.85661,2.351499
Historic Townhouse	Beautifully restored townhouse in a historic district.	2024-09-19T02:37:38.015Z	Amsterdam	preview6.jpg	image19.jpg,image20.jpg	false	true	2.2	villa	8	2	9849	Washer,Towels,Air conditioning;Gym,Pool,Sauna;Fireplace,Garden,BBQ;Smart TV,Wi-Fi,Work desk;Beach access,Infinity pool,Outdoor kitchen	Lisa Anderson	12	48.85661,2.351499
Eco-Friendly Treehouse	Luxurious villa with direct access to a pristine beach.	2024-09-20T02:37:38.015Z	Amsterdam	preview5.jpg	image7.jpg,image8.jpg;image9.jpg,image10.jpg;image11.jpg,image12.jpg;image13.jpg,image14.jpg;image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	true	false	3.3	townhouse	4	9	7429	Beach access,Infinity pool,Outdoor kitchen;Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Thomas Clark	12	48.85661,2.351499
Eco-Friendly Treehouse	Spacious and modern apartment located in the heart of the city.	2024-09-21T02:37:38.015Z	Amsterdam	preview8.jpg	image13.jpg,image14.jpg;image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	true	true	2.6	penthouse	1	5	3497	Kitchenette,Fold-out bed,Balcony	Sarah Wilson	19	48.85661,2.351499
Charming Cottage	Beautiful family home with a large backyard and all necessary amenities.	2024-09-22T02:37:38.015Z	Brussels	preview5.jpg	image19.jpg,image20.jpg	true	false	3	cabin	7	4	7529	Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Lisa Anderson	5	48.85661,2.351499
Eco-Friendly Treehouse	Beautifully restored townhouse in a historic district.	2024-09-19T02:37:38.015Z	Hamburg	preview5.jpg	image5.jpg,image6.jpg;image7.jpg,image8.jpg;image9.jpg,image10.jpg;image11.jpg,image12.jpg;image13.jpg,image14.jpg;image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	false	false	1.5	house	2	9	7838	Washer,Towels,Air conditioning;Gym,Pool,Sauna;Fireplace,Garden,BBQ	Lisa Anderson	14	48.85661,2.351499
Cozy Family House	Quaint cottage nestled in a picturesque countryside setting.	2024-09-19T02:37:38.015Z	Amsterdam	preview3.jpg	image7.jpg,image8.jpg;image9.jpg,image10.jpg;image11.jpg,image12.jpg;image13.jpg,image14.jpg	true	true	3	townhouse	4	9	1954	Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Jane Smith	5	48.85661,2.351499
Cozy Family House	Quaint cottage nestled in a picturesque countryside setting.	2024-09-22T02:37:38.015Z	Hamburg	preview7.jpg	image5.jpg,image6.jpg;image7.jpg,image8.jpg;image9.jpg,image10.jpg;image11.jpg,image12.jpg;image13.jpg,image14.jpg;image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	false	false	1.1	villa	9	8	5500	Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	David Lee	10	48.85661,2.351499
