Charming Cottage	Spacious and modern apartment located in the heart of the city.	2024-10-19T23:39:23.186Z	Hamburg	preview9.jpg	image7.jpg,image8.jpg;image9.jpg,image10.jpg;image11.jpg,image12.jpg;image13.jpg,image14.jpg;image15.jpg,image16.jpg;image17.jpg,image18.jpg	true	false	3	room	3	7	28193	Smart TV,Wi-Fi,Work desk;Beach access,Infinity pool,Outdoor kitchen;Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting	Michael Johnson	19	48.85661,2.351499
Mountain Retreat Cabin	Sleek and stylish loft in a trendy urban neighborhood.	2024-10-18T23:39:23.187Z	Dusseldorf	preview6.jpg	image9.jpg,image10.jpg;image11.jpg,image12.jpg;image13.jpg,image14.jpg;image15.jpg,image16.jpg;image17.jpg,image18.jpg	false	true	3	room	2	8	48411	Breakfast,Air conditioning,Fridge;Washer,Towels,Air conditioning;Gym,Pool,Sauna;Fireplace,Garden,BBQ;Smart TV,Wi-Fi,Work desk	John Doe	4	48.85661,2.351499
Cozy Family House	Beautiful family home with a large backyard and all necessary amenities.	2024-10-14T23:39:23.187Z	Amsterdam	preview5.jpg	image13.jpg,image14.jpg;image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	false	false	1.2	house	7	8	30767	Gym,Pool,Sauna;Fireplace,Garden,BBQ;Smart TV,Wi-Fi,Work desk;Beach access,Infinity pool,Outdoor kitchen;Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting	Thomas Clark	8	48.85661,2.351499
Stylish Studio Apartment	Cozy cabin surrounded by breathtaking mountain views.	2024-10-15T23:39:23.187Z	Cologne	preview7.jpg	image17.jpg,image18.jpg;image19.jpg,image20.jpg	false	true	2.4	house	5	10	51075	Washer,Towels,Air conditioning;Gym,Pool,Sauna;Fireplace,Garden,BBQ;Smart TV,Wi-Fi,Work desk;Beach access,Infinity pool,Outdoor kitchen;Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Sarah Wilson	2	48.85661,2.351499
Historic Townhouse	Beautiful family home with a large backyard and all necessary amenities.	2024-10-14T23:39:23.187Z	Brussels	preview1.jpg	image7.jpg,image8.jpg;image9.jpg,image10.jpg;image11.jpg,image12.jpg;image13.jpg,image14.jpg;image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	false	false	4.1	apartment	7	7	78211	Gym,Pool,Sauna;Fireplace,Garden,BBQ;Smart TV,Wi-Fi,Work desk;Beach access,Infinity pool,Outdoor kitchen;Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard	Michael Johnson	4	48.85661,2.351499
Mountain Retreat Cabin	Quaint cottage nestled in a picturesque countryside setting.	2024-10-13T23:39:23.187Z	Brussels	preview7.jpg	image5.jpg,image6.jpg;image7.jpg,image8.jpg;image9.jpg,image10.jpg;image11.jpg,image12.jpg;image13.jpg,image14.jpg;image15.jpg,image16.jpg	true	false	4.3	room	7	6	22412	Breakfast,Air conditioning,Fridge;Washer,Towels,Air conditioning;Gym,Pool,Sauna;Fireplace,Garden,BBQ;Smart TV,Wi-Fi,Work desk;Beach access,Infinity pool,Outdoor kitchen;Hiking trails,Hot tub,Fire pit	Jane Smith	1	48.85661,2.351499
Cozy Family House	Sleek and stylish loft in a trendy urban neighborhood.	2024-10-16T23:39:23.187Z	Dusseldorf	preview3.jpg	image5.jpg,image6.jpg;image7.jpg,image8.jpg;image9.jpg,image10.jpg;image11.jpg,image12.jpg;image13.jpg,image14.jpg;image15.jpg,image16.jpg;image17.jpg,image18.jpg	true	true	3	house	4	4	92775	Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Thomas Clark	14	48.85661,2.351499
Sunny Apartment in Downtown	Sleek and stylish loft in a trendy urban neighborhood.	2024-10-14T23:39:23.187Z	Amsterdam	preview7.jpg	image15.jpg,image16.jpg;image17.jpg,image18.jpg;image19.jpg,image20.jpg	true	false	2	room	6	8	67527	Beach access,Infinity pool,Outdoor kitchen;Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Emily Brown	11	48.85661,2.351499
Charming Cottage	Compact and efficiently designed studio in a prime location.	2024-10-15T23:39:23.187Z	Dusseldorf	preview9.jpg	image17.jpg,image18.jpg;image19.jpg,image20.jpg	true	true	5	room	2	9	66140	Hiking trails,Hot tub,Fire pit;Antique furnishings,Library,Courtyard;Solar panels,Composting toilet,Rainwater harvesting;Kitchenette,Fold-out bed,Balcony	Lisa Anderson	15	48.85661,2.351499
Charming Cottage	Sleek and stylish loft in a trendy urban neighborhood.	2024-10-14T23:39:23.187Z	Paris	preview5.jpg	image19.jpg,image20.jpg	false	false	1.5	room	8	4	76408	Kitchenette,Fold-out bed,Balcony	Lisa Anderson	11	48.85661,2.351499
